ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,outlier_col,outlier_threshold
2045-10-15,35,246857,562,Self-Employed,Master,9,20767,60,Married,0,Other,482,0.0982177187543579,3,1,0.2654571127127261,0,Education,0,23,28,6322,3193,187481,162124,20571.416666666668,0.8802831987165278,2,25357,0.244767,0.197559934017226,547.3827692253611,0.0500394691287034,1,41.6,AnnualIncome,220564.8542234464
2045-11-13,58,236765,578,Employed,Master,37,11932,60,Widowed,1,Rent,185,0.1123944883350682,3,0,0.5774814305472551,0,Education,0,23,14,8848,2130,25640,4850,19730.416666666668,0.8737882280761938,3,20790,0.227932,0.2384332504615061,342.1751293797652,0.0267189050432166,1,44.0,AnnualIncome,220564.8542234464
2046-04-06,52,235840,486,Employed,High School,32,40894,36,Single,2,Own,405,0.0597395484328937,5,1,0.3062775701199776,0,Auto,0,29,12,10810,147,20682,28695,19653.33333333333,0.7665961415324409,2,3257,0.282894,0.264914568294418,1658.3693599795388,0.104988264585119,1,40.8,AnnualIncome,220564.8542234464
2046-08-20,34,256182,618,Employed,Bachelor,13,21913,60,Single,1,Mortgage,872,0.1224713364338152,3,0,0.1574164558674239,0,Home,0,21,3,8157,553,154724,109437,21348.5,0.9668308776625724,4,45287,0.217913,0.2166160982700355,601.0047570423758,0.0689980446889653,1,37.6,AnnualIncome,220564.8542234464
2046-09-12,37,300000,560,Employed,Doctorate,15,24078,84,Married,2,Own,222,0.2014049916337172,3,5,0.0737472943067477,0,Auto,1,22,26,2374,172,27809,56139,25000.0,0.7228546636149283,7,3499,0.269078,0.2366237994896292,589.0144217725674,0.0324405768709026,1,43.2,AnnualIncome,220564.8542234464
2046-09-15,46,239359,651,Employed,Master,21,40546,96,Married,1,Own,1427,0.1836330772610341,3,2,0.3194311549944849,0,Auto,0,28,7,5552,1666,73152,45160,19946.58333333333,0.7943733167879705,4,27992,0.250046,0.2793494708304732,1060.284567009877,0.1246972739864326,1,36.8,AnnualIncome,220564.8542234464
2047-04-25,40,275114,527,Employed,Associate,18,33576,48,Single,0,Other,704,0.514485484319541,2,2,0.2572113595465845,0,Other,0,30,28,435,691,71659,7107,12791.833333333334,0.735026356059882,1,64552,0.265076,0.2706112171207319,1152.2282282060253,0.145110413795731,1,39.2,AnnualIncome,220564.8542234464
2047-07-15,39,300000,557,Employed,High School,17,30254,60,Married,2,Other,653,0.2345163120120922,4,2,0.3087421314753619,0,Home,0,22,17,1849,1413,78189,576,25000.0,0.9818101087219814,4,77613,0.256754,0.2497333177216503,887.5219896517284,0.0616208795860691,1,40.0,AnnualIncome,220564.8542234464
2048-04-23,31,300000,609,Employed,Master,5,50237,48,Single,3,Mortgage,190,0.076375602127653,4,1,0.2083600697924844,0,Home,0,34,26,4631,2818,138986,18594,25000.0,0.8165022541733596,2,120392,0.240737,0.2526495086477881,1673.1470043379377,0.0745258801735175,1,33.6,AnnualIncome,220564.8542234464
2048-11-09,62,250644,616,Employed,Master,41,36590,60,Single,3,Rent,439,0.5109344085742332,2,0,0.4514199277175758,0,Education,0,27,4,519,476,7685,4118,20887.0,0.9413423426792742,2,3567,0.23359,0.240203923702225,1053.0530122613584,0.0714345292412198,1,44.0,AnnualIncome,220564.8542234464
2049-04-12,26,282716,475,Employed,Bachelor,5,14668,84,Divorced,2,Mortgage,412,0.1917519636282043,5,0,0.1066776407660211,0,Debt Consolidation,0,30,16,1597,232,27658,46560,23559.666666666668,0.8522810742139788,3,7157,0.302168,0.2750703580906022,395.10084255741,0.0342577360697269,1,37.6,AnnualIncome,220564.8542234464
2050-07-18,38,254459,583,Employed,Master,11,17033,60,Married,0,Rent,265,0.4397508951035312,3,2,0.032977070111548,0,Debt Consolidation,0,25,25,8873,8828,49306,26368,21204.916666666668,0.8553292562667508,7,22938,0.230533,0.2121013038434959,462.8155245344102,0.0343229608479673,1,39.2,AnnualIncome,220564.8542234464
2050-08-22,43,248887,528,Unemployed,Master,21,12760,72,Married,3,Mortgage,781,0.460265145616082,2,1,0.2114023772426673,0,Home,0,20,13,8914,784,34947,40992,20740.58333333333,0.9557529657617636,4,7155,0.26376,0.2680026583949384,357.9472268851621,0.0549139437681435,1,43.2,AnnualIncome,220564.8542234464
2051-08-01,41,221709,627,Unemployed,Associate,17,24336,24,Married,2,Own,204,0.3723967727914203,4,0,0.3231252080168288,0,Home,0,22,10,10671,4924,22260,16846,18475.75,0.9122471770808664,2,5414,0.185836,0.1889669634754718,1225.5230253996158,0.0773729361676584,1,41.6,AnnualIncome,220564.8542234464
2052-04-02,30,235764,556,Employed,Bachelor,7,26180,108,Divorced,0,Own,465,0.3034284261225072,2,0,0.1341988217879218,0,Education,0,23,14,1849,676,40492,22720,19647.0,0.8579252701140555,6,17772,0.29318,0.2983543689634741,700.268376200858,0.0593102446277222,1,38.400000000000006,AnnualIncome,220564.8542234464
2052-04-19,55,287147,640,Employed,Doctorate,28,17712,24,Married,1,Rent,556,0.6121497762278885,2,1,0.4069956704789126,0,Education,0,27,20,9287,642,190893,70695,23928.916666666668,0.6369869489074097,6,120198,0.172712,0.1851081359702716,888.6334434239209,0.0603718698822799,1,39.2,AnnualIncome,220564.8542234464
2052-05-07,30,260421,489,Employed,Bachelor,7,21143,12,Single,2,Rent,587,0.1646884826100736,2,1,0.2179082726082051,0,Education,1,30,1,2770,1927,169773,146280,21701.75,0.6186599073493463,5,23493,0.241643,0.2270638668415203,1986.060906268816,0.1185646736446976,1,47.2,AnnualIncome,220564.8542234464
2052-06-15,31,230505,609,Employed,Bachelor,7,27734,84,Single,0,Other,206,0.3184085882440886,3,1,0.0045583108762652,0,Debt Consolidation,1,41,2,1506,325,17161,33321,19208.75,0.4911099628174455,6,7740,0.248234,0.2170863721252506,644.7141275436488,0.0442878442138946,1,44.0,AnnualIncome,220564.8542234464
2052-08-07,50,221285,544,Employed,High School,26,36536,36,Single,0,Mortgage,315,0.0353890529746512,4,3,0.110203729751351,0,Auto,0,18,21,13036,230,129976,31959,18440.416666666668,0.8104125095713872,1,98017,0.249536,0.2458331266878333,1444.625299189771,0.0954222093240719,1,36.0,AnnualIncome,220564.8542234464
2053-01-20,41,247632,522,Employed,Bachelor,21,29640,36,Single,3,Rent,862,0.1785856355142621,3,0,0.3091456209197244,0,Other,0,24,20,3008,5910,99223,53633,20636.0,0.5464793761234532,3,45590,0.25364,0.3015807213974031,1260.8323153456915,0.1028703389874826,1,40.8,AnnualIncome,220564.8542234464
2053-12-06,39,226493,560,Employed,Bachelor,18,16393,36,Married,3,Rent,238,0.1797055059761385,3,4,0.3285269758169398,0,Home,0,17,25,447,149,83333,10583,18874.416666666668,0.9128380255642248,2,72750,0.2213929999999999,0.2193323820051171,625.4900608988448,0.045749231679505,1,39.2,AnnualIncome,220564.8542234464
2054-11-24,35,249518,543,Employed,High School,11,9439,24,Single,0,Own,366,0.2355640808948014,2,6,0.1192301720148755,0,Auto,1,27,11,1707,11089,110511,1180,20793.166666666668,0.913834754341838,4,109331,0.212939,0.1703512,466.84482992646105,0.0400537755156643,1,40.0,AnnualIncome,220564.8542234464
2055-02-04,65,228805,487,Employed,Associate,39,31946,72,Widowed,2,Rent,730,0.5130153534638371,6,0,0.0284638780855995,0,Debt Consolidation,0,26,11,7676,631,35776,12307,10251.083333333334,0.9506378449199784,5,23469,0.303446,0.3065253241625491,974.547433440516,0.1662797362984903,0,49.0,AnnualIncome,220564.8542234464
2055-02-14,47,304122,586,Employed,Associate,23,9365,24,Married,0,Own,410,0.2666333417005625,2,2,0.4396290070712045,0,Education,0,21,24,2246,3037,50058,3890,12941.5,0.7501714372271411,7,46168,0.191365,0.1847121700292582,469.67423537166087,0.0679731279505204,1,43.2,AnnualIncome,220564.8542234464
2055-07-02,48,222541,521,Employed,High School,29,14498,60,Married,2,Rent,281,0.1363479429234655,1,1,0.325067539841669,0,Home,0,18,8,6632,908,177523,24982,11671.666666666666,0.941675357754298,2,152541,0.258998,0.2598185156576226,433.9211683839659,0.0612527061302841,1,38.400000000000006,AnnualIncome,220564.8542234464
2055-09-05,44,251936,486,Employed,Bachelor,22,11945,48,Married,0,Own,968,0.1265839775370291,4,1,0.0917244078637878,1,Debt Consolidation,0,26,9,4863,336,158691,12172,20994.666666666668,0.8414416229055016,3,146519,0.263945,0.2670236733831278,407.48761677191146,0.0655160493191244,1,44.8,AnnualIncome,220564.8542234464
2055-09-24,67,300000,631,Employed,Doctorate,45,33117,84,Divorced,1,Own,719,0.2325279474338124,3,1,0.2636706211424319,0,Auto,0,23,12,4569,792,31861,194006,25000.0,0.9232834199452344,7,1395,0.242617,0.2647461691711203,869.7195878164885,0.0635487835126595,1,37.6,AnnualIncome,220564.8542234464
2055-10-12,57,260149,586,Employed,Bachelor,38,14921,12,Single,3,Rent,468,0.5331500512177633,6,2,0.3816304868214341,0,Home,0,22,2,773,403,10813,15254,21679.08333333333,0.9210503960770564,4,7264,0.186921,0.2199200044268264,1396.464293722935,0.0860029118877075,1,45.6,AnnualIncome,220564.8542234464
2055-11-14,43,300000,568,Employed,High School,21,13967,60,Divorced,1,Own,312,0.4081634890272545,2,3,0.0851262958333374,0,Auto,0,25,13,1210,1419,25380,58988,25000.0,0.7305295904782965,3,7973,0.2349669999999999,0.241073969431604,402.6733159733383,0.0285869326389335,1,39.2,AnnualIncome,220564.8542234464
2056-02-29,54,248916,588,Self-Employed,Bachelor,34,9567,36,Single,1,Rent,440,0.6496022402200158,2,0,0.0918723009348611,0,Education,0,30,17,9397,709,117403,16231,20743.0,0.6026106434620693,7,101172,0.200567,0.1990638310531913,355.08781751891934,0.0383304159243561,1,39.2,AnnualIncome,220564.8542234464
2056-03-25,40,300000,505,Employed,Master,18,25434,60,Single,5,Rent,186,0.8327213060806813,0,2,0.2286575563187852,0,Home,0,26,29,1685,4404,29282,42306,25000.0,0.6434754502898914,8,5656,0.2779339999999999,0.2936078899459414,812.9183185204965,0.0399567327408198,1,42.400000000000006,AnnualIncome,220564.8542234464
2056-09-25,68,241174,613,Employed,High School,47,24050,48,Married,0,Mortgage,553,0.3269993773444637,2,0,0.3670240378660491,0,Home,0,21,11,2112,7018,27269,46329,20097.83333333333,0.7106436767906545,8,7319,0.21255,0.2266612645403111,766.4452240216323,0.0656511178164295,1,39.2,AnnualIncome,220564.8542234464
2057-02-08,35,262140,597,Employed,Associate,11,7373,48,Divorced,4,Own,168,0.3505847077157368,4,1,0.2357792158453112,0,Education,0,23,23,2451,9705,15581,41417,21845.0,0.8901150641059321,6,1222,0.203873,0.1801238503582852,216.62959104924136,0.0176072140558132,1,40.0,AnnualIncome,220564.8542234464
2057-06-05,39,254024,563,Employed,High School,18,17191,60,Married,0,Mortgage,463,0.3512883930587873,3,3,0.138808269024554,0,Debt Consolidation,0,23,12,5712,496,71893,33360,21168.666666666668,0.6037299546059417,6,38533,0.240691,0.2573999832782936,512.0638081313714,0.0460616544010662,1,38.400000000000006,AnnualIncome,220564.8542234464
2057-07-23,41,335901,630,Employed,Master,18,37774,48,Divorced,0,Own,411,0.3695075124104647,6,0,0.4953187549982621,0,Auto,0,28,10,802,809,91214,9684,16510.083333333332,0.7717076899590793,7,81530,0.217774,0.226136987723042,1202.7314836024912,0.0977421767668742,1,39.2,AnnualIncome,220564.8542234464
2057-08-14,51,233398,648,Employed,Associate,29,13776,36,Single,0,Mortgage,293,0.3025726650565785,6,0,0.2771277638871749,0,Home,0,19,7,6146,2154,15861,7198,19449.83333333333,0.915336521572863,4,8663,0.174776,0.2097312,518.8216214955212,0.0417392585109823,1,38.400000000000006,AnnualIncome,220564.8542234464
2057-10-12,32,264869,440,Employed,High School,6,27341,120,Married,1,Other,482,0.0302692172456735,3,2,0.3844514426684829,0,Home,0,20,22,2965,422,104627,103056,22072.416666666668,0.7224179616913678,7,1571,0.362341,0.3833906377139379,894.0524272298281,0.0623426264559383,1,40.8,AnnualIncome,220564.8542234464
2058-04-28,44,300000,573,Employed,Bachelor,19,10000,24,Married,0,Rent,266,0.298147423289083,6,1,0.0907995709787635,0,Auto,1,31,12,3628,37,41268,17334,25000.0,0.5003453938227256,5,23934,0.1985,0.1982529991521043,508.1049912989577,0.0309641996519583,1,43.2,AnnualIncome,220564.8542234464
2058-08-30,19,300000,623,Unemployed,Bachelor,0,18283,24,Single,0,Rent,500,0.4979943830386542,1,0,0.4926077164578522,0,Debt Consolidation,0,35,10,7928,431,100935,17922,25000.0,0.7001839909718774,6,83013,0.181783,0.1824570379012948,914.9343657429666,0.0565973746297186,1,42.400000000000006,AnnualIncome,220564.8542234464
2059-03-11,42,253770,669,Employed,Master,20,25831,48,Widowed,0,Rent,1011,0.2813298520440273,2,3,0.1496839860179364,0,Other,0,28,25,9429,1043,87684,13108,21147.5,0.6219635193629857,8,74576,0.186331,0.2235972,818.886403500362,0.0865296797966834,1,32.0,AnnualIncome,220564.8542234464
2059-04-02,47,485341,620,Employed,Bachelor,25,35042,48,Widowed,2,Own,270,0.7185313862738684,6,0,0.1680966767022021,0,Auto,0,18,26,3588,659,86133,85134,24935.83333333333,0.7690736827440944,4,4581,0.220042,0.2345567199071866,1131.9141768638335,0.0562208673006249,1,37.6,AnnualIncome,220564.8542234464
2059-07-04,44,277314,577,Unemployed,Master,23,8986,48,Married,1,Mortgage,448,0.3654612233802506,5,2,0.0649244023008862,0,Education,0,31,13,1291,199,84152,30476,23109.5,0.8594600641460971,8,53676,0.215486,0.2001857487038867,273.536174681663,0.0312224918185881,1,39.2,AnnualIncome,220564.8542234464
2059-08-15,49,253335,613,Employed,Bachelor,23,46594,48,Divorced,2,Other,521,0.4933815308474603,3,1,0.0955078358077713,0,Auto,0,39,9,3891,1895,82495,29512,10574.416666666666,0.9054920994009482,7,52983,0.235094,0.1880752,1388.4380151861262,0.1805714750398644,1,36.0,AnnualIncome,220564.8542234464
2059-10-21,51,248901,633,Employed,Master,29,31666,12,Single,1,Rent,306,0.252315472048688,3,0,0.4036998363266723,0,Home,0,26,8,4879,3890,17567,22733,20741.75,0.5633616093848343,3,4131,0.180166,0.1759199284695933,2896.9934199924714,0.1544225255820975,1,41.6,AnnualIncome,220564.8542234464
2060-05-28,43,225337,550,Employed,Master,21,16381,72,Married,2,Rent,459,0.1006288097958265,1,1,0.273191456771448,0,Other,0,29,7,1903,7439,174380,127825,18778.08333333333,0.9386937968535276,4,46555,0.2563809999999999,0.266791503303173,458.2850395964104,0.0488487042747392,1,40.0,AnnualIncome,220564.8542234464
2060-07-09,56,300000,580,Employed,Associate,33,16670,84,Married,1,Rent,227,0.1549658245947371,6,1,0.4149400972324059,0,Auto,0,23,28,8815,583,39017,24593,25000.0,0.8826722876286645,5,14424,0.25167,0.302004,478.8935006270624,0.0282357400250824,1,42.400000000000006,AnnualIncome,220564.8542234464
2060-08-02,51,265452,633,Employed,Associate,30,26241,72,Married,0,Mortgage,399,0.142014890465416,2,1,0.375176351223946,0,Home,0,20,14,12380,423,62228,8451,22121.0,0.9073521563575604,7,53777,0.224741,0.2100043196409288,643.8557327748719,0.0471432454579301,1,36.8,AnnualIncome,220564.8542234464
2060-10-23,64,300000,621,Employed,Bachelor,41,49391,120,Divorced,3,Mortgage,338,0.1943669842555,6,1,0.2506740356829923,0,Debt Consolidation,0,24,16,2688,286,95007,11077,25000.0,0.6516516019725996,6,83930,0.293891,0.326017680955332,1397.9007516376282,0.0694360300655051,1,35.2,AnnualIncome,220564.8542234464
2061-05-10,56,300000,616,Employed,High School,35,19685,72,Married,0,Rent,322,0.414960322918834,5,0,0.611780846780246,0,Home,0,32,12,3760,1090,14875,31372,25000.0,0.7805217685394487,3,9433,0.226685,0.2260406304256131,501.6905316684744,0.0329476212667389,1,43.2,AnnualIncome,220564.8542234464
2061-07-06,47,226408,536,Employed,Bachelor,26,9161,48,Married,1,Mortgage,872,0.3139430233790445,2,0,0.3150698407536756,0,Auto,0,29,10,1158,3557,38497,6965,18867.33333333333,0.6798590953192355,3,31532,0.236161,0.2271011124391218,292.17044144435846,0.061702966756176,1,41.6,AnnualIncome,220564.8542234464
2062-05-10,56,234151,596,Employed,Bachelor,35,21077,36,Divorced,1,Rent,412,0.3692284078257599,1,2,0.3260389949505441,0,Home,0,25,10,3440,8003,167674,10494,19512.58333333333,0.8605696563897477,4,157180,0.2080769999999999,0.2152217682302996,799.7394558426193,0.0621004115724956,1,38.400000000000006,AnnualIncome,220564.8542234464
2062-06-24,50,221880,627,Employed,High School,25,11872,48,Married,0,Mortgage,122,0.1292501190944408,1,0,0.5220199986352285,0,Auto,1,31,20,5635,415,23363,11553,18490.0,0.8082211535258894,4,11810,0.193372,0.1626254967875169,338.0543261051343,0.0248812507358104,1,46.400000000000006,AnnualIncome,220564.8542234464
2062-09-28,56,241006,593,Employed,Bachelor,34,13814,12,Married,0,Other,232,0.2213476068994259,7,2,0.3935686280951389,0,Home,0,21,26,6291,2982,66234,20399,20083.83333333333,0.8960383398203521,6,45835,0.182314,0.1801717404397596,1266.5803315150215,0.0746162501273008,1,41.6,AnnualIncome,220564.8542234464
2062-11-01,37,261784,626,Unemployed,High School,17,38314,12,Married,0,Other,481,0.2185929175683635,4,3,0.3790402359203765,0,Home,0,15,13,218,364,191007,33516,21815.33333333333,0.719641230151155,8,157491,0.190314,0.16141094273605,3478.8207768669317,0.1815154834611862,1,38.400000000000006,AnnualIncome,220564.8542234464
2062-11-17,44,239045,635,Employed,Master,23,13332,72,Single,1,Rent,438,0.3477820268813413,3,0,0.3996241230588032,0,Debt Consolidation,0,35,28,1002,4317,9419,17669,19920.416666666668,0.9848381656891536,3,3516,0.210832,0.2252754448668943,339.16894935151805,0.0390136894401397,1,39.2,AnnualIncome,220564.8542234464
2063-03-20,40,263496,637,Employed,Master,22,10799,72,Married,2,Mortgage,648,0.1546939975046203,3,1,0.2294874712790027,0,Debt Consolidation,0,17,14,13025,1176,62886,80618,21958.0,0.6989315063371381,7,10720,0.207299,0.2194421097124535,270.9795562107165,0.0418516967032842,1,36.8,AnnualIncome,220564.8542234464
2063-09-21,51,276527,550,Employed,Associate,28,20061,60,Single,0,Rent,482,0.4681766195756626,9,1,0.5575698644068244,0,Education,0,20,26,2727,977,25905,18968,23043.916666666668,0.9310601371290876,2,6937,0.250061,0.2780143498916276,622.2147664438573,0.0479178423710027,1,45.6,AnnualIncome,220564.8542234464
2063-12-19,35,248548,612,Employed,Bachelor,13,43463,12,Married,2,Rent,876,0.2274524537089238,2,1,0.0324884545927685,0,Home,0,32,8,1009,836,51631,8726,20712.33333333333,0.3861102951569296,6,42905,0.202463,0.1913566418777406,4008.215980489456,0.2358119629442742,1,36.8,AnnualIncome,220564.8542234464
2064-03-03,27,300000,562,Employed,Master,5,27113,120,Single,0,Own,637,0.5300084436191052,6,1,0.1995728629715236,0,Home,0,19,22,5404,745,42970,40695,25000.0,0.954776703739278,7,2275,0.3011129999999999,0.2886594910728308,692.1416217343864,0.0531656648693754,1,39.2,AnnualIncome,220564.8542234464
2064-09-11,63,268623,616,Employed,High School,39,38750,72,Single,2,Own,566,0.405035041043023,2,0,0.3597672446162421,0,Debt Consolidation,0,25,29,1808,433,103504,25222,22385.25,0.7440459431215684,8,78282,0.24575,0.2605850055355266,1069.1248230321858,0.0730447425439602,1,38.400000000000006,AnnualIncome,220564.8542234464
2064-11-25,34,287180,554,Self-Employed,Bachelor,10,26986,12,Married,3,Mortgage,194,0.2805259209337115,1,1,0.5108976324958016,0,Auto,0,24,12,4669,1045,87549,8943,23931.666666666668,0.750815990379543,1,78606,0.214986,0.1979855166979619,2497.2337143991936,0.1124549222536051,1,45.6,AnnualIncome,220564.8542234464
2065-08-08,43,273222,632,Employed,Master,24,22375,12,Single,1,Other,990,0.274178938829393,0,1,0.4421385344179192,0,Debt Consolidation,0,26,14,3518,430,16565,14004,22768.5,0.6774974753667137,1,2561,0.171375,0.1665200708753124,2037.0130049691652,0.1329474056248398,1,40.8,AnnualIncome,220564.8542234464
2065-08-09,52,246538,665,Employed,Doctorate,31,30780,48,Married,1,Mortgage,485,0.1456070585113801,2,0,0.310263180849709,0,Home,0,15,27,1121,431,529479,8362,20544.83333333333,0.88434641466868,7,521117,0.19328,0.1780877558939818,901.0897598374364,0.0674665857516862,1,29.6,AnnualIncome,220564.8542234464
2065-10-23,30,263555,590,Employed,Associate,11,26964,24,Married,2,Mortgage,371,0.3691355768869931,3,1,0.2419965030180026,0,Debt Consolidation,1,24,6,7310,4017,155552,31295,21962.916666666668,0.5419982841875037,4,124257,0.2069639999999999,0.2161599647012536,1393.7345900186915,0.0803506481767536,1,43.2,AnnualIncome,220564.8542234464
2066-06-11,32,243833,552,Employed,Bachelor,11,28430,48,Single,1,Mortgage,526,0.1037877704479903,1,1,0.0978905561529336,0,Home,0,26,22,7953,225,124737,53621,20319.416666666668,0.8344709447049616,4,71116,0.24743,0.2915016199762161,1009.646061729657,0.0755753025257282,1,36.0,AnnualIncome,220564.8542234464
